"","Insulation","Temperature","Num_Occupants","Avg_Age","Home_Size","predit"
"18847",9,48,10,35.8,6,210.369755774193
"18848",10,53,4,31.7,7,206.071047308302
"18849",8,88,6,34.1,1,154.123537060993
"18850",8,75,10,53.9,3,209.622947332756
"18851",7,38,4,29.3,4,194.910927345134
"18852",8,90,1,42.6,7,189.466975748645
"18853",7,65,2,48.8,1,200.779694167555
"18854",2,52,8,26,3,155.369829367147
"18855",7,78,9,39.6,5,182.188452133735
"18856",9,80,7,71.8,1,238.250796820476
"18857",4,41,3,50.9,3,221.883687187943
"18858",6,43,5,35.9,3,196.769695588318
"18859",7,76,7,57.6,7,226.193942278801
"18860",6,41,3,68.2,7,275.229382057803
"18861",8,73,10,52.7,1,202.660802788096
"18862",6,88,9,51.8,7,200.489643737277
"18863",9,40,6,29.7,1,190.55598082388
"18864",2,74,10,23.4,2,127.410873031094
"18865",6,45,10,49.4,6,229.738099651109
"18866",10,77,6,65.4,2,235.045336803353
"18867",7,60,5,23,5,166.290428348122
"18868",10,58,2,29.2,6,194.173275893398
"18869",8,49,3,70.1,7,278.656042301276
"18870",4,43,5,21.1,4,164.196091514954
"18871",6,78,6,25.2,1,138.67601610728
"18872",7,84,6,23,1,132.457169040078
"18873",5,55,10,69.6,1,241.565254370154
"18874",10,44,8,58,4,255.011005495093
"18875",6,40,6,61.7,4,253.000096111517
"18876",8,49,5,20.6,8,183.981715837299
"18877",7,75,2,60.2,1,214.490727332486
"18878",9,38,8,70,4,280.494854671849
"18879",2,43,1,53,2,214.987425345465
"18880",8,38,5,41,3,217.796026800455
"18881",3,58,8,25.3,8,167.957256554649
"18882",4,55,2,64.6,5,243.248366778067
"18883",4,50,7,39.4,1,184.028594242758
"18884",8,38,6,34.7,7,217.828463373925
"18885",7,87,10,37.6,7,176.501532189762
"18886",4,81,6,70.2,1,217.876948721174
"18887",8,61,2,44.5,4,208.646437439289
"18888",8,47,10,47.1,5,226.956385777547
"18889",4,51,1,68,1,240.994772397997
"18890",10,41,8,71.6,1,274.841363421687
"18891",4,39,1,15.2,3,153.981809262019
"18892",9,76,6,50.3,3,206.077429880231
"18893",6,50,8,23.1,3,164.710874764769
"18894",3,55,6,61.3,5,232.359822551085
"18895",4,71,2,49.4,3,193.106094907656
"18896",9,54,2,54.8,4,238.309355179408
"18897",2,66,4,62.7,5,222.755165719048
"18898",3,50,5,54.7,6,227.175539736271
"18899",5,61,1,52.3,6,220.615241294038
"18900",7,78,9,44.4,1,178.938331980718
"18901",7,67,6,54.7,4,219.076851279594
"18902",8,57,4,17.3,8,170.80405968706
"18903",5,85,8,34.5,3,153.348204829353
"18904",6,72,7,56.1,5,217.056393282272
"18905",2,64,2,56.9,1,200.945162839063
"18906",10,58,10,67,2,253.643431484603
"18907",2,45,9,58.9,2,222.694217724851
"18908",8,61,10,55.3,4,227.725585955749
"18909",10,56,10,26.4,5,185.085664635393
"18910",4,60,1,72.2,6,257.2794034452
"18911",9,82,9,41.9,8,199.39567882373
"18912",6,61,10,54.3,4,219.108740270698
"18913",7,42,9,38.2,5,210.753700456581
"18914",8,39,5,47.2,2,225.942651930007
"18915",2,69,10,72.3,3,231.060449518826
"18916",4,75,6,27.7,8,161.749880160771
"18917",8,59,5,21.8,2,158.61236094554
"18918",9,75,4,27.8,7,175.940442318415
"18919",9,63,7,68.8,5,259.828154948246
"18920",9,85,2,20.1,1,133.613237738436
"18921",6,57,4,67.4,3,246.782889845516
"18922",5,74,8,64,5,227.252015541634
"18923",8,55,9,47,8,229.58387222625
"18924",5,86,2,47.5,5,185.990664709459
"18925",3,82,8,48.5,2,173.656880006212
"18926",9,54,8,63.2,6,259.551481306097
"18927",4,72,1,72.2,8,253.183292728223
"18928",4,49,9,67.9,7,259.415435021654
"18929",9,39,3,44.6,6,237.381000580316
"18930",3,74,9,29.8,6,156.272611790662
"18931",3,71,5,33.1,8,172.788443846268
"18932",7,75,9,38,2,172.138398625104
"18933",7,46,3,66,3,257.194422978134
"18934",3,41,3,27.8,6,182.66234016615
"18935",7,45,5,49.4,4,228.065388280233
"18936",3,74,2,29.2,4,150.632813456804
"18937",8,82,8,25.1,6,156.970385340063
"18938",9,81,7,15.2,1,126.115653013952
"18939",2,53,5,57.4,5,223.376437315628
"18940",5,85,5,62.1,3,208.411617683369
"18941",4,39,7,31.9,2,182.025683020364
"18942",8,49,10,61.3,1,240.445086035069
"18943",6,43,6,18.1,1,155.166182600768
"18944",5,78,5,60.6,7,224.238425212338
"18945",10,38,7,15.2,6,182.705601296994
"18946",4,58,1,31.9,7,182.96836178172
"18947",9,60,2,19.6,8,176.579087215084
"18948",10,69,6,15.7,5,153.818204670737
"18949",3,63,8,54.6,4,208.52000396977
"18950",9,76,1,37.4,7,194.749229879043
"18951",9,66,4,46.9,8,224.488396025367
"18952",9,51,1,37.5,8,219.865509950343
"18953",10,82,8,28.2,2,157.02940620926
"18954",3,89,10,26.6,6,136.66412697284
"18955",7,44,7,40.6,7,220.61274238511
"18956",7,44,2,50.8,6,238.837355057278
"18957",3,42,10,38.5,6,200.943938254143
"18958",9,48,10,16.3,8,178.379352986074
"18959",4,79,7,61,3,207.60535262894
"18960",8,58,2,55,4,231.897293751541
"18961",2,44,6,69.9,8,265.024062856705
"18962",9,73,4,20.9,7,164.116163262354
"18963",2,41,3,40.4,8,210.449133797896
"18964",7,43,6,71.3,1,263.073137195684
"18965",6,48,7,38.7,8,213.243976107887
"18966",4,74,1,47.1,5,192.586912781758
"18967",3,65,3,20.2,4,140.500853684162
"18968",4,69,6,28.2,8,167.952353678559
"18969",6,69,8,60.3,5,227.65364661438
"18970",10,89,9,71.1,6,247.690523850812
"18971",7,79,4,66.7,7,242.279966486235
"18972",6,77,5,56,8,222.562621121281
"18973",10,88,4,50.5,2,196.723384911751
"18974",5,90,2,50.9,7,195.537750563761
"18975",10,61,2,28.7,2,177.894545445441
"18976",2,41,3,30.4,6,184.447948603177
"18977",9,73,4,68.7,1,239.053134629546
"18978",10,81,7,62.8,3,229.357054751645
"18979",6,65,2,63.6,6,242.405813856452
"18980",8,49,9,41.8,8,224.581191455829
"18981",3,88,2,53.7,3,183.4448232662
"18982",7,67,1,30.1,7,181.577087851047
"18983",8,57,2,22.8,3,166.296418758613
"18984",9,82,4,62.7,3,225.771907285269
"18985",3,64,9,24.6,7,157.921151073239
"18986",7,54,2,25.6,3,171.084973127445
"18987",5,87,4,56.2,5,201.685423548172
"18988",9,64,4,64.2,7,257.065367392247
"18989",5,75,1,54.4,1,196.706921013699
"18990",3,88,5,26.1,1,122.038390635377
"18991",7,60,1,46.5,2,204.048422482443
"18992",2,82,4,38.1,1,147.791198578993
"18993",9,66,9,35,1,177.549816124925
"18994",3,56,9,40.6,1,177.304576740664
"18995",3,73,10,65.7,1,211.588844973232
"18996",9,59,1,21.3,8,181.059861644138
"18997",9,57,5,37.7,5,204.448743279156
"18998",2,47,4,68.7,8,260.593217916831
"18999",9,67,4,50.7,6,224.745551566217
"19000",4,82,7,64.9,4,215.833764406883
"19001",6,86,8,58.4,6,212.301336873853
"19002",6,62,1,18.2,5,152.864974361039
"19003",7,57,5,20.1,8,172.713872665584
"19004",5,57,5,52.4,1,207.358148603352
"19005",8,48,3,56.1,7,252.004538257349
"19006",4,40,6,40,2,197.347828234584
"19007",4,89,5,33.1,8,160.455262677221
"19008",3,64,8,23.7,5,150.07785517568
"19009",8,84,4,43.5,1,176.619840252146
"19010",3,56,1,51.8,6,217.330941585627
"19011",2,70,1,36.9,8,178.878794742035
"19012",9,69,9,52.4,2,212.316751217048
"19013",10,44,4,25.1,4,191.411476337608
"19014",5,74,7,46.2,6,195.700949753017
"19015",10,76,10,69.1,4,248.455970258495
"19016",7,61,7,53.1,5,224.053661181164
"19017",5,84,2,24.7,6,146.081412527323
"19018",3,83,7,63.1,6,214.442872295688
"19019",4,46,9,62.4,6,248.041716776845
"19020",10,72,4,61.3,6,244.559083775089
"19021",3,83,2,63.6,4,210.427554624079
"19022",8,65,8,36.1,5,190.21162561089
"19023",7,56,2,66.9,4,253.704851109523
"19024",4,70,4,64.7,3,223.515098004487
"19025",2,64,6,32.5,6,167.760953593937
"19026",10,72,6,48.8,3,209.933929803768
"19027",10,89,7,61.2,3,219.25232795559
"19028",7,67,4,64,1,228.382332986761
"19029",10,50,6,47.5,8,242.37432364673
"19030",5,60,10,38.5,1,176.078722214707
"19031",6,50,5,59.3,2,233.508799989785
"19032",4,73,10,41.9,6,183.985475292252
"19033",9,65,2,67.9,3,251.320839035831
"19034",3,88,2,16.4,6,119.634395922603
"19035",7,81,7,22,4,142.346706020083
"19036",10,42,1,22.9,8,202.319450882161
"19037",7,53,10,41.4,4,204.034641782413
"19038",6,67,1,37.8,4,183.873830985997
"19039",7,70,1,50,3,205.401014855629
"19040",5,68,9,15.4,2,127.149408425407
"19041",8,38,5,35.7,4,210.548709017366
"19042",3,79,5,26.7,6,146.904777872808
"19043",5,78,5,69.8,4,232.809407731605
"19044",10,45,6,59.4,1,247.916608980962
"19045",3,87,2,42.2,8,177.565410018769
"19046",5,81,9,51.1,7,201.877550374435
"19047",10,52,3,58.2,5,252.961052196968
"19048",5,87,5,57.7,3,198.022169817191
"19049",7,64,6,66,4,243.90036082528
"19050",7,67,8,56.1,8,233.977116457995
"19051",4,81,10,72.8,7,240.941295992811
"19052",9,83,3,55,2,206.862641250786
"19053",4,73,10,55,3,200.223142324505
"19054",9,58,3,28.1,4,182.07338458213
"19055",3,78,9,43.6,8,186.264189679592
"19056",9,74,5,19.3,1,140.802911157057
"19057",6,89,7,44.3,3,172.727970112802
"19058",7,52,2,41.6,4,207.449402766803
"19059",6,50,10,60.9,5,244.823842287559
"19060",9,75,7,48.4,7,215.629386778731
"19061",3,81,5,51.8,1,178.649368547449
"19062",4,75,9,41,5,177.5738342008
"19063",7,38,10,71.1,1,265.953776525627
"19064",8,45,10,57.5,1,236.454693340857
"19065",3,61,6,58.6,5,221.832552641357
"19066",9,83,5,38.9,2,174.675077394228
"19067",4,71,3,67.1,7,240.318128484112
"19068",3,65,2,18.7,3,134.649577749932
"19069",2,39,7,23,7,173.736436097182
"19070",4,56,3,20.6,8,165.128082296461
"19071",3,62,5,62.5,5,228.898268380054
"19072",5,45,4,22.4,2,162.263251498667
"19073",4,50,10,21.2,7,166.472916212001
"19074",9,81,6,51.1,4,206.471955296324
"19075",8,55,1,24.7,6,181.554813702385
"19076",7,44,10,16.7,4,163.308321070511
"19077",4,68,8,64.6,1,217.639516588356
"19078",10,88,7,45.7,3,189.652099098976
"19079",8,45,2,39.7,8,225.815398250685
"19080",8,61,6,61.5,6,247.332503359103
"19081",4,86,7,25.4,7,144.218830506751
"19082",4,48,8,52.3,2,214.030033835704
"19083",5,53,2,28,3,170.021831225633
"19084",4,60,10,21.9,8,162.321222268171
"19085",4,44,10,46.7,4,212.306273609355
"19086",4,74,1,67.9,3,227.132877074205
"19087",3,65,9,66.7,3,227.126060387881
"19088",8,64,3,46.1,2,202.569982739041
"19089",4,63,5,66.8,5,239.806866540236
"19090",8,78,2,31.7,8,181.38125705845
"19091",6,54,1,42.2,4,203.832481804811
"19092",2,72,2,29.7,5,153.201572126771
"19093",3,88,1,21.3,7,132.707365632644
"19094",4,81,9,61,1,198.984560236115
"19095",9,49,7,72.2,2,269.176387101206
"19096",5,89,2,58,8,213.536485440031
"19097",2,73,8,35.6,4,159.144699692623
"19098",3,87,4,51,5,184.812148387599
"19099",3,61,1,67.5,5,240.6731136976
"19100",6,69,3,27.4,8,173.837605888966
"19101",5,38,4,48.3,7,235.124942161116
"19102",4,72,3,46.2,5,192.019615442722
"19103",4,77,2,55.4,6,209.195958576721
"19104",5,53,5,59.9,4,235.096012496591
"19105",6,71,7,25,1,144.103386820103
"19106",6,72,9,58.8,1,209.140140857772
"19107",8,41,10,41.2,8,230.092163093083
"19108",4,80,9,47.3,5,185.60884070834
"19109",3,89,10,72.7,1,211.430720107391
"19110",3,58,4,20.2,8,159.007427258957
"19111",7,38,3,59.3,3,250.982872477323
"19112",4,62,9,38.6,6,187.336442423838
"19113",2,38,2,37,5,197.129569280901
"19114",4,49,1,15.3,8,161.33666494673
"19115",9,72,10,23.7,7,168.876624519355
"19116",9,61,7,31,2,177.745615085629
"19117",4,46,2,68,2,248.246961225284
"19118",10,47,6,35.4,7,218.0262162261
"19119",6,50,7,66.8,7,263.572055961515
"19120",8,78,1,26.8,8,172.017714770534
"19121",5,57,6,37.5,6,193.656072805822
"19122",6,80,6,26.3,5,151.784598774568
"19123",2,67,5,26.4,3,143.914119167215
"19124",10,49,1,58.2,2,246.594222688924
"19125",2,56,8,63.7,5,232.344422604884
"19126",6,73,6,57.8,3,213.454292852221
"19127",3,41,7,41.2,1,192.07089731669
"19128",4,87,10,69.6,3,216.745078258573
"19129",4,58,7,16,8,153.269636054482
"19130",6,38,7,30.9,4,193.923842939788
"19131",9,73,2,68.3,7,257.833784876973
"19132",6,86,2,44.1,5,182.632403038999
"19133",2,52,4,59.9,8,238.944394643326
"19134",6,46,10,31.5,4,187.337036235092
"19135",9,43,7,52.6,5,245.380477794204
"19136",8,75,1,57.4,7,231.609973684384
"19137",7,62,7,24.3,5,166.568217236432
"19138",3,49,4,64.6,3,238.261480142801
"19139",2,53,2,35.2,8,190.056716053658
"19140",3,53,3,52.9,6,221.565204871322
"19141",7,41,8,68.8,1,259.360533389783
"19142",8,85,7,64.8,1,216.814928750566
"19143",6,83,1,15.8,1,117.192496743003
"19144",5,43,10,67.8,6,264.323464530732
"19145",6,47,1,54.3,8,246.394394302139
"19146",5,45,7,59.9,1,232.002985626848
"19147",8,82,2,23.5,4,149.095811697553
"19148",10,62,10,40.1,5,206.797786011038
"19149",2,41,8,36,3,184.597197737694
"19150",7,49,7,59.2,7,252.827292356681
"19151",3,76,6,36,8,173.870715344858
"19152",7,67,4,62.2,5,237.529902765152
"19153",3,73,1,17.5,5,131.943156114261
"19154",8,57,7,53.3,5,231.252049225746
"19155",8,76,2,39,8,197.471572895822
"19156",7,80,3,46.4,1,182.743862583165
"19157",9,78,4,16.5,7,151.11693277273
"19158",3,64,5,66,7,240.381790970832
"19159",5,64,1,44.7,7,206.236762841383
"19160",6,68,2,64,3,231.067828184511
"19161",10,79,5,62.9,3,231.831409021842
"19162",9,77,2,36.3,5,185.104925598256
"19163",9,66,9,32.2,8,194.246099026736
"19164",2,72,8,59,2,199.671714534876
"19165",6,81,6,61.8,5,220.701158467003
"19166",4,73,5,70.3,4,234.816439136614
"19167",7,45,9,41.7,6,218.195785617807
"19168",4,78,6,39.8,2,163.897418362575
"19169",8,47,2,68.9,6,275.134366411881
"19170",9,48,3,41.8,8,230.39038616977
"19171",7,65,6,46.4,1,194.985899399814
"19172",5,40,10,19.9,5,169.599124913981
"19173",4,48,7,46.6,2,203.093838314355
"19174",10,79,6,69.7,6,254.444532404372
"19175",4,84,5,23.4,6,139.393460150784
"19176",4,48,7,63.9,3,240.273974375744
"19177",6,65,2,36.5,6,189.132185573913
"19178",5,60,8,28.8,8,179.74878851188
"19179",10,90,2,59.8,5,223.318070867043
"19180",4,70,2,31.2,5,164.541181165014
"19181",7,84,8,44.8,6,190.631601559421
"19182",8,86,3,22.6,5,146.749417766889
"19183",5,49,3,64.7,2,242.206539818696
"19184",6,44,6,39.3,1,195.971565745591
"19185",6,46,9,39.4,7,212.650475347313
"19186",3,75,3,21.5,3,131.185629888599
"19187",6,40,10,57.9,4,244.454158185269
"19188",7,45,6,53.8,4,236.446022297254
"19189",10,45,9,43.2,1,215.263504703364
"19190",6,84,7,27.5,8,159.909439358473
"19191",10,39,7,68.8,6,287.203440395848
"19192",10,87,6,19.3,5,145.236448480508
"19193",6,78,3,16.6,4,132.09139981367
"19194",5,40,5,22.9,3,170.49834859685
"19195",10,48,1,66.1,5,272.508630575433
"19196",4,41,9,69.8,2,254.252357338228
"19197",4,70,2,52.2,5,205.823328542627
"19198",8,84,8,21.5,3,138.639061042107
"19199",6,46,3,28.4,1,173.611186658352
"19200",6,69,2,22.4,5,154.76295228166
"19201",9,55,6,20.3,3,165.371411990621
"19202",8,62,8,55.4,4,227.5901576025
"19203",5,83,1,58.1,2,200.19253177754
"19204",10,60,6,56.1,7,247.409560606243
"19205",4,56,4,30.9,4,172.420994356434
"19206",8,62,10,52.7,6,228.087555182751
"19207",7,81,6,53.9,7,214.83974213529
"19208",7,66,4,39,5,192.792886536747
"19209",9,61,10,63.8,2,241.417521355795
"19210",7,83,8,38.5,7,182.288394775689
"19211",5,76,2,64.6,1,215.619363431959
"19212",4,74,4,35.6,2,159.658616585368
"19213",5,67,7,69.8,5,245.012203038924
"19214",2,40,3,46.1,1,200.323646408428
"19215",2,43,1,41.8,6,205.656319631019
"19216",2,47,8,20.1,6,157.635679141534
"19217",7,38,8,46.6,8,240.529758004292
"19218",5,47,7,41,3,199.452217681507
"19219",6,40,7,23.7,4,178.030108756595
"19220",9,77,3,61.1,3,227.245197291007
"19221",10,85,4,57.2,3,215.675648253601
"19222",10,66,4,57.3,6,241.915382854817
"19223",4,44,6,20.6,8,174.760336489664
"19224",5,69,2,23.8,6,157.361090756942
"19225",6,68,2,69,6,250.411440558678
"19226",6,55,5,22.8,3,160.57836839707
"19227",5,63,10,35,8,188.789150913818
"19228",8,78,4,34,1,163.164148352022
"19229",9,44,4,59.2,5,258.291815729458
"19230",5,49,3,27.3,5,178.199530820921
"19231",7,52,9,62.9,6,253.781603515738
"19232",9,51,6,51.7,8,246.435311009474
"19233",2,52,5,29.3,6,172.17842992085
"19234",9,83,3,61.3,3,222.418795352473
"19235",4,89,5,52.8,8,199.181848550506
"19236",2,64,4,28.3,1,144.184892210117
"19237",7,50,2,70.9,5,269.959192411983
"19238",4,49,2,20.5,7,168.118442308779
"19239",2,54,6,22.7,7,160.366736784275
"19240",7,88,3,18.3,3,126.888017206453
"19241",3,72,3,68.4,6,235.506737987259
"19242",6,76,10,63.5,7,233.659869003157
"19243",10,89,6,54.4,5,212.496754015078
"19244",10,38,9,18.5,1,172.797328909165
"19245",6,50,2,17.5,7,168.002094285517
"19246",2,46,2,72.7,2,250.835269828443
"19247",6,44,10,48.7,6,229.231955613003
"19248",6,65,4,36,3,178.096830104086
"19249",5,42,10,17.8,6,166.902564982326
"19250",7,55,8,29.8,7,189.54376201427
"19251",3,82,5,27,6,144.884740211899
"19252",10,49,4,53.5,1,233.37649875352
"19253",5,90,3,49.1,6,188.558812133273
"19254",6,66,6,57.2,3,218.364295715187
"19255",6,49,9,16.4,7,164.826912262672
"19256",10,64,9,60.5,5,245.42954714814
"19257",2,89,6,64.3,8,214.868750870984
"19258",7,87,6,19.1,1,122.180701903646
"19259",2,86,1,16,4,111.188348806608
"19260",10,51,5,69.5,8,285.021318791846
"19261",5,45,3,16.6,4,157.473494099947
"19262",6,42,8,36.9,7,211.484602924291
"19263",9,87,7,41.5,1,172.597062816165
"19264",5,70,8,70.5,4,240.338023339467
"19265",7,48,7,64,5,256.79011952162
"19266",9,55,3,60.3,2,241.639440074442
"19267",10,61,6,49.3,2,217.314531138896
"19268",5,90,10,30.8,6,150.701658050473
"19269",6,77,3,34.8,1,159.224658750205
"19270",4,70,3,60,2,211.373209136526
"19271",2,63,1,33,7,174.130093128687
"19272",10,56,4,58.5,5,249.80212822805
"19273",10,86,8,35.6,8,187.125797784342
"19274",4,65,2,64.2,8,243.277294415075
"19275",5,71,8,16.5,6,139.657022318407
"19276",6,39,7,30.6,6,198.80719021291
"19277",6,76,1,20,3,137.881438783374
"19278",5,64,7,39.6,7,194.597345877086
"19279",6,51,4,35.2,3,188.703162446735
"19280",5,41,1,22.4,5,176.064367629055
"19281",2,57,6,19.6,5,145.319903104469
"19282",9,46,10,19.8,4,174.313526411025
"19283",10,87,5,27.4,5,161.428521235876
"19284",10,81,1,61.9,5,235.544592242003
"19285",2,76,1,59.8,3,202.818878860141
"19286",4,73,7,52.1,5,201.672170430699
"19287",5,77,4,46.1,5,190.529951887569
"19288",8,87,5,61.3,4,218.247162970931
"19289",7,40,10,17,1,157.863246532432
"19290",8,45,4,57.5,7,257.097505272442
"19291",7,74,4,40.3,1,175.702988158271
"19292",8,55,10,41.9,1,197.088679877429
"19293",10,40,1,26.4,6,204.59664408392
"19294",8,58,2,15.5,1,144.733010685582
"19295",8,66,2,57.4,4,229.65583312265
"19296",3,47,9,36,3,182.434188295571
"19297",6,87,2,28.3,7,157.045593914359
"19298",10,81,5,41.2,5,193.776354759486
"19299",3,61,7,49.5,2,194.160133678986
"19300",8,62,2,52.8,7,233.607316860217
"19301",3,57,7,51.8,5,211.675751554912
"19302",4,80,2,41.2,7,181.843090948245
"19303",7,71,7,71.8,1,239.429115547556
"19304",4,76,5,68.8,8,241.943971254096
"19305",9,55,10,46.9,2,213.414787046418
"19306",7,71,1,29.6,8,180.28597930396
"19307",7,49,9,70.6,5,268.356663622571
"19308",6,87,3,41.5,2,166.867864057122
"19309",2,83,5,42.6,6,171.356036151062
"19310",3,42,7,19.3,2,151.32109739872
"19311",6,80,6,66.2,2,220.706149126822
"19312",10,65,3,54.2,5,233.78872799487
"19313",9,74,8,41.1,3,189.193855244329
"19314",4,46,9,28,5,177.246117850828
"19315",10,45,7,51.4,4,241.435647544983
"19316",6,61,1,60.4,2,227.177830300561
"19317",8,80,3,30.8,4,164.917168768065
"19318",10,86,7,72.2,2,240.314582650334
"19319",5,81,3,48.1,4,188.079323685013
"19320",5,53,4,52.7,8,233.89713171617
"19321",5,67,5,30.5,4,165.122020591851
"19322",9,70,9,64.8,5,245.33747845932
"19323",2,48,9,68.9,4,246.085620296123
"19324",9,58,3,33.8,7,202.79306853555
"19325",7,61,6,63.6,5,244.963693636831
"19326",2,74,8,68.9,6,230.079482769925
"19327",5,61,3,54.6,1,208.741152364418
"19328",7,81,1,39.5,2,172.019228325783
"19329",6,49,9,29.8,3,178.482814369058
"19330",3,45,9,57.6,3,226.635680680556
"19331",2,87,9,21.1,7,127.706945158921
"19332",3,86,4,46.4,8,186.15384950172
"19333",10,42,10,47.2,2,228.639104615518
"19334",4,66,3,23.2,6,155.196910116823
"19335",4,47,8,50.1,4,216.918184761719
"19336",6,64,4,53.9,3,214.154873743295
"19337",10,47,4,31.1,1,191.082063299697
"19338",9,77,3,39.5,4,187.955069876723
"19339",8,90,10,18.6,8,143.038259732318
"19340",4,54,7,72.1,1,244.831084994732
"19341",5,55,5,25.9,6,172.861414770204
"19342",10,61,6,29.4,1,175.02327206885
"19343",8,60,4,31.4,3,180.054740860849
"19344",9,80,1,28.1,2,157.129876433772
"19345",8,49,10,65.4,6,264.362483298431
"19346",10,55,8,47.7,3,222.022382273605
"19347",2,53,2,35.8,7,188.064696090329
"19348",8,64,6,67.1,8,262.074313146494
"19349",8,56,3,60.3,8,256.473057292086
"19350",2,69,3,47.1,8,199.262133475732
"19351",5,55,2,37.3,6,196.078599647203
"19352",5,46,5,33.2,6,195.041223395617
"19353",3,71,8,23.2,3,136.662434339937
"19354",5,67,5,62.7,6,234.764333014331
"19355",9,45,5,48.6,5,236.315274078463
"19356",2,58,5,71.5,8,256.25934251435
"19357",5,87,1,38.8,8,177.801621686799
"19358",6,62,2,59.7,3,227.834382301702
"19359",7,83,4,18,7,143.064990736414
"19360",5,80,1,49.5,1,182.724782253179
"19361",4,72,9,46.4,5,190.799026149918
"19362",6,69,6,66.1,4,236.421790202086
"19363",4,69,8,22.5,7,153.037771968225
"19364",3,49,3,46.1,1,195.819813109719
"19365",4,58,7,36.1,5,183.268018879272
"19366",3,82,7,39.4,4,162.379928019581
"19367",8,74,7,27.5,1,153.059174694394
"19368",8,69,2,62.6,1,227.753766851307
"19369",4,75,5,15.4,2,118.810236133179
"19370",5,82,5,42.9,8,189.135272146445
"19371",9,40,7,54.4,1,238.84269063926
"19372",8,78,6,45.2,1,184.643376086362
"19373",6,41,7,63.4,5,258.374607812956
"19374",4,45,4,21.1,3,159.553685311113
"19375",4,57,1,62.2,2,227.54498109712
"19376",10,48,2,64.2,7,274.847640155977
"19377",6,49,6,32.6,2,181.622467098251
"19378",2,44,5,33,7,189.582881343071
"19379",6,51,5,23.6,7,178.316771348712
"19380",6,55,8,25.9,6,175.380053041252
"19381",5,45,5,70.1,4,262.10676155205
"19382",10,50,5,50.6,7,245.565803804739
"19383",3,85,1,48.4,3,175.904736985014
"19384",10,52,6,42.8,5,221.880601152803
"19385",8,46,6,20.3,5,176.218265066137
"19386",4,45,6,53.5,6,232.222753396635
"19387",7,57,4,18.1,4,156.365158795248
"19388",4,86,8,34.1,6,157.88096576507
"19389",2,76,8,28.9,8,156.049985792791
"19390",8,65,5,53.5,4,222.052199850232
"19391",10,55,6,72,7,283.015681326464
"19392",10,73,8,17.6,1,140.849588848209
"19393",9,77,7,61.3,5,232.905545308731
"19394",3,45,9,55.8,5,229.440230682139
"19395",5,47,3,21.7,4,165.759303380784
"19396",7,79,10,28.5,1,146.54296265823
"19397",5,41,2,28.9,1,175.887176830222
"19398",6,52,3,63.1,2,239.776965300014
"19399",4,64,4,26.6,6,163.35158267435
"19400",3,74,2,34.6,5,164.419732670879
"19401",10,75,7,52.2,4,216.910474543955
"19402",8,81,7,69.5,2,232.705486549982
"19403",9,51,7,60.3,2,244.043315171595
"19404",7,67,8,38.6,5,190.06079731144
"19405",10,89,3,60.9,8,235.595967502513
"19406",4,48,7,52.1,1,210.734319405802
"19407",2,81,1,51.7,6,192.0606568311
"19408",6,74,6,31.1,5,166.440083422057
"19409",3,50,8,28.5,7,178.035779929167
"19410",7,87,8,21.6,3,132.90034550121
"19411",2,80,6,71.1,2,217.036591895079
"19412",7,39,1,64.7,3,261.266271795567
"19413",8,42,8,66.9,7,277.110128321283
"19414",2,49,1,46.7,4,203.726235662096
"19415",7,46,5,37.5,1,194.287714226559
"19416",4,87,6,40.8,3,161.205396922431
"19417",4,85,1,68.7,3,219.136327355003
"19418",4,87,3,64.9,1,203.045432103371
"19419",8,74,10,22.5,6,158.280765126875
"19420",3,65,8,65.4,7,237.525497204028
"19421",4,54,6,51,5,216.307354283415
"19422",7,76,7,43.4,8,201.450857273771
"19423",10,84,4,53.4,7,221.761512489559
"19424",5,49,2,54.4,7,238.085137647127
"19425",6,44,9,17.7,6,168.56060158434
"19426",8,41,6,34.3,3,201.746314580148
"19427",2,60,3,52.7,8,218.100053980101
"19428",7,54,5,40.4,1,193.029161868564
"19429",8,56,8,62.9,4,247.553346912826
"19430",5,39,1,44.5,3,214.905748508128
"19431",2,70,6,25.6,8,155.320273985494
"19432",2,87,1,54,6,191.362469630328
"19433",8,45,3,41.3,8,228.691745950691
"19434",6,40,3,54.6,5,243.021184853785
"19435",5,44,7,20.2,6,170.687545900909
"19436",8,43,4,54.8,3,240.843616138289
"19437",10,54,4,22.4,4,177.404496263285
"19438",7,73,2,66.9,7,248.430612575206
"19439",8,45,6,37.5,8,220.414766791303
"19440",5,64,5,31.9,1,160.969416708593
"19441",6,43,3,27.5,3,180.794754170993
"19442",7,78,10,33.5,1,157.241972908334
"19443",2,53,3,51.4,6,215.290965487006
"19444",3,84,5,17.3,5,120.904954785825
"19445",9,47,1,50.4,6,242.361233727235
"19446",9,90,8,54,4,203.805557863459
"19447",2,46,9,61.7,3,230.500086389121
"19448",2,50,9,72.5,7,260.937234429485
"19449",4,74,1,59,8,225.494659294283
"19450",8,78,2,48.1,7,210.44913845542
"19451",6,67,6,15.1,3,134.733491764633
"19452",2,47,10,26.9,7,173.636823980397
"19453",6,48,10,15.8,1,145.219331781463
"19454",2,67,1,63.3,8,233.386134068766
"19455",2,78,4,26.1,6,143.538659684113
"19456",4,77,9,38.1,8,179.647640812519
"19457",10,64,3,72.9,8,280.933954532723
"19458",3,86,1,35.8,2,147.094011128893
